estado,cidade,tarifa_energia,irradiação_mensal,tamanho_sistema_kWp,consumo_mensal_kWh,custo_total_R$,geracao_estimativa_kWh,economia_mensal_R$,tipo_telhado,classe_consumo,possui_incentivo,ano_instalacao,payback_meses
SP,Santos,0.85,4.5,3.4,604.0,15162.98,367.2,312.12,plano,rural,sim,2020,48.6
RJ,Petrópolis,1.1,4.8,6.4,584.3,27117.8,737.3,642.73,plano,residencial,não,2020,42.2
GO,Goiânia,0.86,5.1,3.6,318.0,16633.66,440.6,273.48,plano,residencial,não,2019,60.8
RS,Santa Maria,0.95,4.3,9.2,906.9,42463.41,949.4,861.55,inclinado,rural,sim,2021,49.3
BA,Juazeiro,0.88,5.2,4.3,879.9,18292.89,536.6,472.24,plano,rural,não,2019,38.7
BA,Feira de Santana,0.88,5.2,5.5,736.9,27363.33,686.4,604.03,plano,residencial,não,2022,45.3
RS,Novo Hamburgo,0.95,4.3,7.9,913.1,34691.4,815.3,774.52,plano,residencial,sim,2020,44.8
MG,Belo Horizonte,0.9,5.0,2.1,390.9,10016.09,252.0,226.8,plano,residencial,sim,2023,44.2
RJ,Nova Friburgo,1.1,4.8,3.0,851.0,12620.79,345.6,380.16,plano,residencial,não,2019,33.2
SC,Chapecó,0.83,4.4,3.3,972.8,15160.6,348.5,289.24,plano,residencial,não,2020,52.4
RJ,Volta Redonda,1.1,4.8,7.7,681.3,33068.91,887.0,749.43,plano,residencial,não,2023,44.1
GO,Rio Verde,0.86,5.1,6.6,419.0,32669.35,807.8,360.34,inclinado,residencial,sim,2019,90.7
CE,Maracanaú,0.89,5.5,4.7,736.5,20297.53,620.4,552.16,inclinado,rural,sim,2019,36.8
DF,Taguatinga,0.92,5.0,5.5,359.8,27367.51,660.0,331.02,inclinado,residencial,sim,2021,82.7
DF,Ceilândia,0.92,5.0,6.1,564.7,28446.56,732.0,519.52,inclinado,rural,não,2022,54.8
DF,Planaltina,0.92,5.0,3.3,383.1,15981.69,396.0,352.45,plano,residencial,não,2023,45.3
BA,Ilhéus,0.88,5.2,2.9,781.4,13494.12,361.9,318.49,plano,rural,não,2021,42.4
RS,Caxias do Sul,0.95,4.3,2.2,452.9,9455.78,227.0,215.69,inclinado,rural,não,2022,43.8
PE,Jaboatão dos Guararapes,0.87,5.3,4.5,331.9,21436.67,572.4,288.75,inclinado,rural,sim,2020,74.2
MG,Contagem,0.9,5.0,9.3,557.2,40929.47,1116.0,501.48,inclinado,residencial,não,2022,81.6
CE,Maracanaú,0.89,5.5,5.4,351.8,26666.48,712.8,313.1,inclinado,residencial,sim,2019,85.2
MG,Montes Claros,0.9,5.0,7.2,374.9,35293.89,864.0,337.41,inclinado,residencial,sim,2019,104.6
SC,Criciúma,0.83,4.4,7.5,914.4,36873.25,792.0,657.36,plano,rural,sim,2023,56.1
GO,Goiânia,0.86,5.1,5.3,485.7,25522.31,648.7,417.7,inclinado,residencial,sim,2019,61.1
GO,Rio Verde,0.86,5.1,7.2,335.2,30955.86,881.3,288.27,plano,rural,não,2022,107.4
GO,Goiânia,0.86,5.1,4.8,443.8,22592.49,587.5,381.67,plano,residencial,sim,2021,59.2
RS,Santa Cruz do Sul,0.95,4.3,7.9,684.5,34517.96,815.3,650.27,plano,rural,não,2022,53.1
MG,Uberlândia,0.9,5.0,7.8,335.1,33490.94,936.0,301.59,plano,rural,não,2019,111.0
RS,Pelotas,0.95,4.3,8.9,908.3,41675.37,918.5,862.88,inclinado,rural,sim,2020,48.3
DF,Samambaia,0.92,5.0,9.6,386.3,41642.62,1152.0,355.4,plano,rural,sim,2020,117.2
CE,Juazeiro do Norte,0.89,5.5,8.6,697.0,40329.19,1135.2,620.33,plano,residencial,não,2020,65.0
SC,Chapecó,0.83,4.4,3.8,729.4,18078.32,401.3,333.06,plano,residencial,não,2019,54.3
DF,Planaltina,0.92,5.0,9.5,363.0,40985.3,1140.0,333.96,plano,residencial,não,2020,122.7
MG,Juiz de Fora,0.9,5.0,2.8,485.3,12704.67,336.0,302.4,plano,residencial,não,2019,42.0
SP,São José dos Campos,0.85,4.5,6.6,449.1,31195.51,712.8,381.74,plano,rural,sim,2019,81.7
BA,Ilhéus,0.88,5.2,4.1,353.8,20483.08,511.7,311.34,inclinado,rural,sim,2020,65.8
BA,Salvador,0.88,5.2,4.4,535.5,20951.68,549.1,471.24,plano,residencial,sim,2021,44.5
RS,Santa Maria,0.95,4.3,9.2,289.3,44234.66,949.4,274.83,plano,rural,não,2022,161.0
RS,Santa Maria,0.95,4.3,3.7,603.0,16107.15,381.8,362.75,plano,residencial,sim,2020,44.4
PE,Caruaru,0.87,5.3,4.0,509.0,18730.22,508.8,442.66,plano,rural,sim,2020,42.3
CE,Fortaleza,0.89,5.5,4.7,622.0,19870.92,620.4,552.16,plano,rural,não,2020,36.0
RS,Santa Cruz do Sul,0.95,4.3,4.1,846.7,18931.5,423.1,401.96,inclinado,rural,não,2023,47.1
MG,Montes Claros,0.9,5.0,3.2,806.8,14920.72,384.0,345.6,plano,residencial,não,2023,43.2
MG,Belo Horizonte,0.9,5.0,9.3,488.7,46292.21,1116.0,439.83,inclinado,residencial,sim,2022,105.3
DF,Ceilândia,0.92,5.0,8.8,517.0,40935.55,1056.0,475.64,inclinado,rural,sim,2023,86.1
BA,Ilhéus,0.88,5.2,7.8,568.6,33049.01,973.4,500.37,inclinado,residencial,sim,2020,66.0
GO,Anápolis,0.86,5.1,8.1,262.6,38208.6,991.4,225.84,inclinado,rural,não,2020,169.2
BA,Camaçari,0.88,5.2,9.8,947.0,42769.04,1223.0,833.36,plano,rural,sim,2021,51.3
CE,Maracanaú,0.89,5.5,6.5,879.9,29907.66,858.0,763.62,plano,residencial,sim,2021,39.2
RJ,Rio de Janeiro,1.1,4.8,5.8,877.7,28546.46,668.2,734.98,inclinado,rural,sim,2023,38.8
CE,Fortaleza,0.89,5.5,2.2,503.0,9885.32,290.4,258.46,inclinado,rural,sim,2019,38.2
RS,Caxias do Sul,0.95,4.3,9.3,509.7,46135.42,959.8,484.21,plano,rural,sim,2022,95.3
PE,Jaboatão dos Guararapes,0.87,5.3,7.9,783.1,36815.69,1004.9,681.3,inclinado,rural,sim,2021,54.0
MG,Betim,0.9,5.0,7.6,325.5,35692.05,912.0,292.95,plano,residencial,sim,2023,121.8
RS,Novo Hamburgo,0.95,4.3,9.2,653.1,39160.94,949.4,620.44,inclinado,residencial,não,2020,63.1
MG,Contagem,0.9,5.0,3.4,411.4,16889.8,408.0,367.2,inclinado,rural,não,2020,46.0
SC,Blumenau,0.83,4.4,2.3,314.0,10246.03,242.9,201.59,plano,rural,não,2023,50.8
SC,Florianópolis,0.83,4.4,2.7,754.6,11875.63,285.1,236.65,inclinado,rural,sim,2022,50.2
DF,Taguatinga,0.92,5.0,9.8,382.0,47520.77,1176.0,351.44,inclinado,residencial,não,2020,135.2
SC,Florianópolis,0.83,4.4,3.2,393.3,14400.58,337.9,280.47,inclinado,residencial,sim,2023,51.3
GO,Rio Verde,0.86,5.1,2.6,454.7,11221.43,318.2,273.69,inclinado,rural,sim,2022,41.0
CE,Fortaleza,0.89,5.5,8.1,710.0,39006.19,1069.2,631.9,plano,residencial,não,2023,61.7
DF,Planaltina,0.92,5.0,5.6,809.8,27723.11,672.0,618.24,plano,rural,não,2020,44.8
SC,Criciúma,0.83,4.4,6.3,891.6,26467.94,665.3,552.18,plano,residencial,sim,2021,47.9
RJ,Nova Friburgo,1.1,4.8,10.0,808.0,46836.22,1152.0,888.8,plano,residencial,não,2023,52.7
RS,Santa Maria,0.95,4.3,8.8,644.5,43283.75,908.2,612.27,plano,rural,sim,2019,70.7
GO,Aparecida de Goiânia,0.86,5.1,2.4,846.6,10524.63,293.8,252.63,plano,residencial,sim,2022,41.7
BA,Camaçari,0.88,5.2,2.4,440.3,10821.64,299.5,263.58,plano,rural,sim,2021,41.1
SC,Chapecó,0.83,4.4,9.0,396.5,44408.55,950.4,329.09,plano,residencial,sim,2022,134.9
RS,Porto Alegre,0.95,4.3,6.7,287.5,29862.28,691.4,273.12,plano,rural,sim,2019,109.3
MG,Juiz de Fora,0.9,5.0,4.4,739.5,20424.26,528.0,475.2,plano,rural,sim,2020,43.0
BA,Feira de Santana,0.88,5.2,6.8,649.4,31709.91,848.6,571.47,inclinado,rural,sim,2022,55.5
BA,Vitória da Conquista,0.88,5.2,7.7,396.3,37316.68,961.0,348.74,plano,rural,sim,2021,107.0
PE,Caruaru,0.87,5.3,7.8,887.3,34658.52,992.2,771.95,plano,rural,não,2020,44.9
SC,Blumenau,0.83,4.4,8.3,666.2,35357.65,876.5,552.95,inclinado,residencial,sim,2023,63.9
BA,Vitória da Conquista,0.88,5.2,6.4,335.4,28078.48,798.7,295.15,inclinado,rural,não,2023,95.1
SP,Ribeirão Preto,0.85,4.5,3.5,288.4,14845.36,378.0,245.14,plano,rural,sim,2023,60.6
MG,Contagem,0.9,5.0,8.1,631.3,36754.3,972.0,568.17,inclinado,residencial,não,2020,64.7
SC,Criciúma,0.83,4.4,6.8,435.8,30001.23,718.1,361.71,inclinado,rural,sim,2019,82.9
MG,Betim,0.9,5.0,2.5,913.5,12310.35,300.0,270.0,plano,rural,não,2020,45.6
CE,Sobral,0.89,5.5,9.0,961.6,39296.04,1188.0,855.82,plano,residencial,não,2020,45.9
BA,Salvador,0.88,5.2,6.0,908.7,29586.53,748.8,658.94,inclinado,residencial,sim,2020,44.9
PE,Caruaru,0.87,5.3,2.4,578.2,10419.67,305.3,265.59,inclinado,rural,não,2021,39.2
PE,Jaboatão dos Guararapes,0.87,5.3,5.6,791.8,25021.42,712.3,619.72,inclinado,residencial,não,2023,40.4
PE,Caruaru,0.87,5.3,9.5,514.5,41600.42,1208.4,447.62,plano,rural,sim,2020,92.9
RJ,Niterói,1.1,4.8,8.5,348.4,42202.98,979.2,383.24,inclinado,residencial,não,2019,110.1
MG,Uberlândia,0.9,5.0,3.0,771.5,13683.68,360.0,324.0,plano,residencial,não,2022,42.2
SP,Campinas,0.85,4.5,4.4,801.2,20903.04,475.2,403.92,inclinado,rural,sim,2023,51.8
DF,Ceilândia,0.92,5.0,6.7,271.1,30914.84,804.0,249.41,inclinado,rural,sim,2023,124.0
CE,Maracanaú,0.89,5.5,4.5,443.9,21804.92,594.0,395.07,plano,rural,não,2020,55.2
SC,Florianópolis,0.83,4.4,2.3,456.1,11203.71,242.9,201.59,inclinado,rural,não,2019,55.6
BA,Juazeiro,0.88,5.2,9.0,286.9,42480.5,1123.2,252.47,inclinado,rural,sim,2023,168.3
BA,Juazeiro,0.88,5.2,9.2,732.9,38763.28,1148.2,644.95,inclinado,residencial,sim,2019,60.1
DF,Taguatinga,0.92,5.0,9.5,269.3,44139.85,1140.0,247.76,inclinado,rural,não,2023,178.2
GO,Catalão,0.86,5.1,3.9,634.3,17484.57,477.4,410.53,plano,residencial,não,2020,42.6
PE,Jaboatão dos Guararapes,0.87,5.3,6.6,848.7,29828.32,839.5,730.38,plano,rural,não,2023,40.8
SC,Joinville,0.83,4.4,7.3,896.2,32794.24,770.9,639.83,plano,rural,não,2022,51.3
PE,Olinda,0.87,5.3,5.0,804.4,21942.33,636.0,553.32,inclinado,rural,sim,2023,39.7
PE,Caruaru,0.87,5.3,2.9,283.2,13804.93,368.9,246.38,inclinado,rural,não,2023,56.0
RJ,Petrópolis,1.1,4.8,5.0,521.8,22687.72,576.0,573.98,inclinado,residencial,não,2021,39.5
RS,Caxias do Sul,0.95,4.3,6.9,669.3,30622.87,712.1,635.83,plano,residencial,não,2019,48.2
CE,Juazeiro do Norte,0.89,5.5,9.2,852.3,44397.52,1214.4,758.55,inclinado,rural,não,2021,58.5
CE,Caucaia,0.89,5.5,9.4,851.0,45327.29,1240.8,757.39,inclinado,rural,não,2020,59.8
PE,Jaboatão dos Guararapes,0.87,5.3,7.2,816.1,34742.04,915.8,710.01,plano,residencial,sim,2019,48.9
CE,Maracanaú,0.89,5.5,5.4,645.6,22975.69,712.8,574.58,plano,residencial,não,2019,40.0
BA,Camaçari,0.88,5.2,5.9,582.5,26937.93,736.3,512.6,plano,residencial,sim,2023,52.6
PE,Jaboatão dos Guararapes,0.87,5.3,7.7,534.2,37890.31,979.4,464.75,inclinado,rural,não,2022,81.5
RJ,Volta Redonda,1.1,4.8,4.2,823.9,19492.68,483.8,532.22,inclinado,rural,sim,2021,36.6
GO,Catalão,0.86,5.1,4.9,404.2,23816.42,599.8,347.61,plano,rural,sim,2023,68.5
DF,Ceilândia,0.92,5.0,2.1,467.9,8829.37,252.0,231.84,inclinado,residencial,sim,2023,38.1
RS,Santa Maria,0.95,4.3,9.2,498.1,42475.07,949.4,473.19,plano,rural,sim,2020,89.8
RS,Novo Hamburgo,0.95,4.3,6.0,604.9,27140.68,619.2,574.65,plano,residencial,sim,2023,47.2
SC,Chapecó,0.83,4.4,2.7,732.7,12121.84,285.1,236.65,plano,residencial,não,2022,51.2
RJ,Petrópolis,1.1,4.8,8.4,812.6,37598.69,967.7,893.86,inclinado,rural,sim,2022,42.1
BA,Camaçari,0.88,5.2,8.8,469.9,38922.8,1098.2,413.51,inclinado,rural,sim,2020,94.1
MG,Montes Claros,0.9,5.0,9.9,458.0,42451.56,1188.0,412.2,plano,rural,não,2020,103.0
SP,São José dos Campos,0.85,4.5,5.7,985.3,26057.65,615.6,523.26,plano,residencial,sim,2023,49.8
PE,Caruaru,0.87,5.3,3.9,651.6,17840.63,496.1,431.59,plano,residencial,não,2022,41.3
BA,Salvador,0.88,5.2,4.5,308.8,22419.35,561.6,271.74,inclinado,rural,sim,2021,82.5
BA,Vitória da Conquista,0.88,5.2,5.0,676.8,23581.59,624.0,549.12,plano,residencial,sim,2019,42.9
PE,Caruaru,0.87,5.3,6.4,655.7,31095.4,814.1,570.46,inclinado,rural,não,2021,54.5
DF,Planaltina,0.92,5.0,7.1,864.6,33255.38,852.0,783.84,inclinado,rural,sim,2023,42.4
GO,Catalão,0.86,5.1,2.3,941.8,11430.15,281.5,242.11,plano,residencial,sim,2023,47.2
MG,Juiz de Fora,0.9,5.0,2.5,412.8,11784.3,300.0,270.0,inclinado,residencial,não,2019,43.6
CE,Sobral,0.89,5.5,6.0,307.4,25272.46,792.0,273.59,inclinado,residencial,não,2021,92.4
SC,Joinville,0.83,4.4,7.9,326.1,36227.88,834.2,270.66,plano,residencial,sim,2019,133.9
SP,São José dos Campos,0.85,4.5,7.4,375.8,32752.55,799.2,319.43,plano,residencial,não,2020,102.5
PE,Caruaru,0.87,5.3,7.3,771.6,31501.19,928.6,671.29,inclinado,rural,não,2023,46.9
RS,Pelotas,0.95,4.3,5.8,726.1,27108.58,598.6,568.63,inclinado,rural,sim,2021,47.7
RJ,Rio de Janeiro,1.1,4.8,7.0,424.3,32706.58,806.4,466.73,inclinado,residencial,não,2019,70.1
GO,Catalão,0.86,5.1,4.2,607.5,20421.37,514.1,442.11,inclinado,residencial,sim,2023,46.2
PE,Caruaru,0.87,5.3,6.1,529.7,27694.26,775.9,460.84,inclinado,rural,não,2019,60.1
RS,Pelotas,0.95,4.3,6.0,332.7,26312.13,619.2,316.06,plano,rural,não,2020,83.3
CE,Juazeiro do Norte,0.89,5.5,8.8,799.6,42381.66,1161.6,711.64,inclinado,rural,sim,2023,59.6
SP,São José dos Campos,0.85,4.5,5.4,423.4,23878.41,583.2,359.89,plano,residencial,sim,2021,66.3
RJ,Nova Friburgo,1.1,4.8,7.5,927.5,35352.03,864.0,950.4,plano,residencial,sim,2020,37.2
DF,Ceilândia,0.92,5.0,6.4,646.8,27410.44,768.0,595.06,plano,residencial,não,2020,46.1
GO,Rio Verde,0.86,5.1,4.9,301.2,20926.08,599.8,259.03,plano,rural,sim,2020,80.8
RJ,Petrópolis,1.1,4.8,5.2,252.5,22861.42,599.0,277.75,plano,residencial,sim,2020,82.3
BA,Ilhéus,0.88,5.2,4.0,851.9,18199.24,499.2,439.3,plano,rural,sim,2023,41.4
MG,Montes Claros,0.9,5.0,3.0,968.5,14598.74,360.0,324.0,plano,residencial,não,2023,45.1
CE,Sobral,0.89,5.5,9.5,732.2,44598.98,1254.0,651.66,inclinado,residencial,sim,2021,68.4
SC,Florianópolis,0.83,4.4,4.8,611.2,22630.56,506.9,420.71,plano,residencial,não,2022,53.8
PE,Jaboatão dos Guararapes,0.87,5.3,8.8,490.3,38465.3,1119.4,426.56,inclinado,residencial,não,2023,90.2
DF,Brasília,0.92,5.0,6.8,699.1,33541.33,816.0,643.17,plano,rural,não,2020,52.2
BA,Vitória da Conquista,0.88,5.2,4.3,272.4,18635.17,536.6,239.71,plano,residencial,não,2021,77.7
RS,Pelotas,0.95,4.3,6.2,859.5,28537.41,639.8,607.85,plano,residencial,sim,2019,46.9
CE,Sobral,0.89,5.5,7.3,743.4,35898.43,963.6,661.63,inclinado,rural,não,2020,54.3
SP,Sorocaba,0.85,4.5,6.8,975.5,30202.3,734.4,624.24,inclinado,residencial,não,2021,48.4
PE,Caruaru,0.87,5.3,4.6,673.3,21417.49,585.1,509.05,plano,rural,sim,2021,42.1
DF,Samambaia,0.92,5.0,7.1,780.6,30896.59,852.0,718.15,plano,rural,sim,2022,43.0
BA,Vitória da Conquista,0.88,5.2,5.3,934.3,24605.3,661.4,582.07,inclinado,rural,sim,2023,42.3
RJ,Volta Redonda,1.1,4.8,5.5,838.4,25412.12,633.6,696.96,plano,residencial,não,2023,36.5
PE,Jaboatão dos Guararapes,0.87,5.3,2.4,490.1,10133.79,305.3,265.59,plano,residencial,não,2021,38.2
DF,Taguatinga,0.92,5.0,3.1,829.9,13760.54,372.0,342.24,inclinado,residencial,não,2019,40.2
SP,Ribeirão Preto,0.85,4.5,5.8,992.5,26823.13,626.4,532.44,plano,rural,não,2023,50.4
RJ,Nova Friburgo,1.1,4.8,3.7,325.0,16303.7,426.2,357.5,inclinado,residencial,não,2021,45.6
DF,Taguatinga,0.92,5.0,7.6,275.5,36406.42,912.0,253.46,inclinado,rural,não,2023,143.6
BA,Vitória da Conquista,0.88,5.2,8.6,446.2,36216.67,1073.3,392.66,plano,residencial,não,2021,92.2
BA,Ilhéus,0.88,5.2,2.7,572.0,12051.34,337.0,296.52,inclinado,rural,não,2019,40.6
PE,Jaboatão dos Guararapes,0.87,5.3,9.6,749.4,46074.27,1221.1,651.98,plano,residencial,não,2019,70.7
RJ,Campos dos Goytacazes,1.1,4.8,9.9,762.1,45196.68,1140.5,838.31,plano,rural,sim,2023,53.9
RJ,Volta Redonda,1.1,4.8,4.7,829.2,22708.31,541.4,595.58,plano,residencial,não,2022,38.1
GO,Anápolis,0.86,5.1,2.9,510.5,13123.67,355.0,305.27,plano,residencial,sim,2019,43.0
PE,Recife,0.87,5.3,6.3,782.3,30961.12,801.4,680.6,plano,residencial,sim,2021,45.5
SC,Florianópolis,0.83,4.4,9.0,498.6,37886.34,950.4,413.84,plano,residencial,não,2021,91.5
CE,Fortaleza,0.89,5.5,3.6,611.2,16039.85,475.2,422.93,inclinado,residencial,sim,2021,37.9
RJ,Campos dos Goytacazes,1.1,4.8,7.6,862.2,35424.82,875.5,948.42,plano,residencial,não,2019,37.4
DF,Ceilândia,0.92,5.0,9.0,393.2,40077.53,1080.0,361.74,inclinado,rural,sim,2022,110.8
BA,Salvador,0.88,5.2,7.0,549.7,31647.37,873.6,483.74,inclinado,rural,sim,2019,65.4
PE,Caruaru,0.87,5.3,7.4,770.5,31713.31,941.3,670.34,inclinado,residencial,não,2023,47.3
BA,Ilhéus,0.88,5.2,7.7,340.1,35688.77,961.0,299.29,inclinado,residencial,não,2019,119.2
DF,Brasília,0.92,5.0,4.4,582.8,19487.72,528.0,485.76,plano,residencial,sim,2022,40.1
RJ,Niterói,1.1,4.8,6.7,649.1,32488.98,771.8,714.01,plano,rural,não,2022,45.5
SP,Ribeirão Preto,0.85,4.5,2.7,556.4,12901.72,291.6,247.86,plano,rural,não,2022,52.1
MG,Contagem,0.9,5.0,2.0,376.6,9417.26,240.0,216.0,inclinado,rural,não,2021,43.6
SP,São Paulo,0.85,4.5,9.6,515.0,44355.01,1036.8,437.75,inclinado,residencial,não,2021,101.3
BA,Ilhéus,0.88,5.2,2.6,789.4,12651.0,324.5,285.54,inclinado,rural,sim,2021,44.3
DF,Brasília,0.92,5.0,3.2,791.4,15741.46,384.0,353.28,plano,residencial,não,2020,44.6
RJ,Campos dos Goytacazes,1.1,4.8,2.3,824.3,10734.19,265.0,291.46,inclinado,residencial,não,2019,36.8
CE,Maracanaú,0.89,5.5,6.6,675.6,29808.28,871.2,601.28,inclinado,rural,sim,2023,49.6
SC,Blumenau,0.83,4.4,8.0,393.8,39952.02,844.8,326.85,inclinado,rural,não,2019,122.2
PE,Caruaru,0.87,5.3,3.5,637.8,16029.97,445.2,387.32,inclinado,rural,sim,2019,41.4
SC,Chapecó,0.83,4.4,6.1,953.3,29285.89,644.2,534.65,plano,residencial,sim,2021,54.8
SP,São José dos Campos,0.85,4.5,8.7,685.7,41071.04,939.6,582.85,inclinado,residencial,não,2021,70.5
PE,Jaboatão dos Guararapes,0.87,5.3,5.3,903.7,23599.62,674.2,586.52,plano,residencial,sim,2023,40.2
GO,Rio Verde,0.86,5.1,4.3,994.3,18635.69,526.3,452.64,plano,residencial,não,2021,41.2
PE,Caruaru,0.87,5.3,7.1,463.7,34578.01,903.1,403.42,inclinado,residencial,não,2020,85.7
SC,Blumenau,0.83,4.4,6.9,250.1,34155.01,728.6,207.58,plano,residencial,sim,2021,164.5
BA,Camaçari,0.88,5.2,2.6,973.1,11992.29,324.5,285.54,plano,rural,não,2019,42.0
SC,Blumenau,0.83,4.4,9.2,272.8,39925.91,971.5,226.42,inclinado,rural,sim,2023,176.3
CE,Sobral,0.89,5.5,5.3,803.6,22868.13,699.6,622.64,plano,residencial,sim,2022,36.7
PE,Petrolina,0.87,5.3,2.1,399.6,10306.28,267.1,232.39,inclinado,rural,sim,2022,44.3
PE,Petrolina,0.87,5.3,6.0,943.9,26349.82,763.2,663.98,plano,rural,sim,2022,39.7
RS,Santa Maria,0.95,4.3,6.2,632.9,29015.0,639.8,601.25,inclinado,residencial,não,2023,48.3
DF,Brasília,0.92,5.0,8.0,331.5,38337.51,960.0,304.98,plano,residencial,não,2021,125.7
SC,Joinville,0.83,4.4,8.0,495.4,33880.05,844.8,411.18,plano,residencial,não,2021,82.4
SC,Criciúma,0.83,4.4,9.9,337.0,47011.41,1045.4,279.71,inclinado,rural,sim,2019,168.1
RJ,Campos dos Goytacazes,1.1,4.8,5.5,967.4,24958.98,633.6,696.96,inclinado,rural,não,2023,35.8
SC,Joinville,0.83,4.4,2.6,719.6,11114.6,274.6,227.88,inclinado,residencial,não,2020,48.8
RJ,Volta Redonda,1.1,4.8,3.1,594.9,14677.43,357.1,392.83,plano,residencial,não,2019,37.4
RS,Santa Maria,0.95,4.3,5.7,257.9,26860.34,588.2,245.0,inclinado,residencial,sim,2019,109.6
CE,Sobral,0.89,5.5,2.8,495.1,13296.06,369.6,328.94,plano,rural,não,2023,40.4
SC,Criciúma,0.83,4.4,6.9,315.8,33800.43,728.6,262.11,plano,residencial,não,2023,129.0
BA,Ilhéus,0.88,5.2,4.3,787.2,18334.39,536.6,472.24,plano,residencial,sim,2021,38.8
CE,Sobral,0.89,5.5,7.8,624.4,33588.84,1029.6,555.72,plano,residencial,não,2021,60.4
SC,Criciúma,0.83,4.4,5.9,730.9,27452.51,623.0,517.12,inclinado,residencial,sim,2019,53.1
CE,Juazeiro do Norte,0.89,5.5,9.2,374.4,43299.78,1214.4,333.22,inclinado,rural,sim,2021,129.9
RJ,Volta Redonda,1.1,4.8,6.5,535.7,28705.11,748.8,589.27,inclinado,residencial,não,2023,48.7
BA,Feira de Santana,0.88,5.2,9.7,584.4,42554.41,1210.6,514.27,inclinado,rural,não,2022,82.7
SP,Santos,0.85,4.5,2.1,572.8,9773.45,226.8,192.78,inclinado,rural,não,2020,50.7
SC,Blumenau,0.83,4.4,3.6,943.0,16131.02,380.2,315.53,inclinado,residencial,sim,2023,51.1
DF,Ceilândia,0.92,5.0,4.4,367.3,21925.12,528.0,337.92,plano,rural,não,2023,64.9
PE,Caruaru,0.87,5.3,2.4,779.9,11964.41,305.3,265.59,plano,residencial,não,2021,45.0
GO,Anápolis,0.86,5.1,6.1,655.5,29082.49,746.6,563.73,plano,rural,sim,2023,51.6
SP,Campinas,0.85,4.5,3.1,317.3,15430.78,334.8,269.7,inclinado,rural,sim,2023,57.2
MG,Uberlândia,0.9,5.0,9.9,537.8,46908.83,1188.0,484.02,plano,rural,sim,2022,96.9
SC,Florianópolis,0.83,4.4,2.7,517.9,13036.49,285.1,236.65,plano,residencial,não,2022,55.1
PE,Caruaru,0.87,5.3,7.1,597.0,32863.73,903.1,519.39,plano,residencial,não,2022,63.3
PE,Olinda,0.87,5.3,3.0,426.8,12782.71,381.6,331.99,plano,rural,não,2021,38.5
CE,Juazeiro do Norte,0.89,5.5,3.2,873.8,15169.87,422.4,375.94,inclinado,residencial,sim,2019,40.4
GO,Goiânia,0.86,5.1,8.5,726.8,36378.29,1040.4,625.05,inclinado,residencial,sim,2020,58.2
PE,Caruaru,0.87,5.3,10.0,478.1,47416.4,1272.0,415.95,plano,residencial,não,2020,114.0
RS,Novo Hamburgo,0.95,4.3,7.6,784.4,32956.31,784.3,745.1,inclinado,residencial,sim,2022,44.2
SC,Criciúma,0.83,4.4,5.0,875.8,21018.27,528.0,438.24,inclinado,residencial,sim,2023,48.0
PE,Caruaru,0.87,5.3,9.4,461.6,45199.01,1195.7,401.59,inclinado,residencial,não,2022,112.6
RS,Santa Maria,0.95,4.3,6.1,697.9,29288.1,629.5,598.04,plano,residencial,sim,2023,49.0
DF,Brasília,0.92,5.0,7.7,744.3,33074.89,924.0,684.76,plano,rural,não,2023,48.3
CE,Juazeiro do Norte,0.89,5.5,8.5,481.9,35966.76,1122.0,428.89,plano,residencial,sim,2019,83.9
PE,Petrolina,0.87,5.3,5.5,514.8,23203.61,699.6,447.88,inclinado,residencial,sim,2021,51.8
CE,Fortaleza,0.89,5.5,5.8,621.1,25550.74,765.6,552.78,plano,residencial,sim,2021,46.2
CE,Maracanaú,0.89,5.5,2.2,303.9,10136.05,290.4,258.46,inclinado,residencial,não,2019,39.2
DF,Ceilândia,0.92,5.0,5.2,486.7,23095.61,624.0,447.76,plano,rural,não,2022,51.6
SP,São José dos Campos,0.85,4.5,8.3,538.6,39364.0,896.4,457.81,inclinado,rural,sim,2023,86.0
CE,Maracanaú,0.89,5.5,9.3,398.4,40802.73,1227.6,354.58,plano,rural,não,2019,115.1
PE,Olinda,0.87,5.3,9.0,819.5,38903.7,1144.8,712.97,plano,residencial,sim,2019,54.6
MG,Belo Horizonte,0.9,5.0,2.3,812.9,10369.37,276.0,248.4,plano,residencial,sim,2019,41.7
RJ,Campos dos Goytacazes,1.1,4.8,8.3,839.4,41380.72,956.2,923.34,plano,residencial,não,2020,44.8
RJ,Petrópolis,1.1,4.8,9.9,519.4,47196.18,1140.5,571.34,plano,rural,sim,2021,82.6
DF,Brasília,0.92,5.0,3.3,725.8,15428.2,396.0,364.32,inclinado,residencial,sim,2019,42.3
SP,Santos,0.85,4.5,7.1,252.8,32967.4,766.8,214.88,plano,rural,sim,2022,153.4
SP,Santos,0.85,4.5,10.0,344.8,46015.39,1080.0,293.08,plano,residencial,sim,2023,157.0
CE,Fortaleza,0.89,5.5,7.0,499.3,32016.51,924.0,444.38,inclinado,residencial,sim,2021,72.0
BA,Feira de Santana,0.88,5.2,5.5,600.9,25461.0,686.4,528.79,plano,residencial,sim,2021,48.1
PE,Olinda,0.87,5.3,4.7,977.5,20105.72,597.8,520.12,plano,residencial,não,2019,38.7
